Category,System,Subsystem
"Virulence, Disease and Defense",Adhesion,Mediator of hyperadherence YidE in Enterobacteria and its conserved region
"Virulence, Disease and Defense",Adhesion,Streptococcus pyogenes recombinatorial zone
"Virulence, Disease and Defense","Bacteriocins, ribosomally synthesized antibacterial peptides",Bacitracin Stress Response
"Virulence, Disease and Defense","Bacteriocins, ribosomally synthesized antibacterial peptides",Bacteriocin-like peptides Blp
"Virulence, Disease and Defense","Bacteriocins, ribosomally synthesized antibacterial peptides",Colicin V and Bacteriocin Production Cluster
"Virulence, Disease and Defense","Bacteriocins, ribosomally synthesized antibacterial peptides","Marinocine, a broad-spectrum antibacterial protein"
"Virulence, Disease and Defense","Bacteriocins, ribosomally synthesized antibacterial peptides",Paenibacillus
"Virulence, Disease and Defense","Bacteriocins, ribosomally synthesized antibacterial peptides",Tolerance to colicin E2
"Virulence, Disease and Defense",Detection,MLST
"Virulence, Disease and Defense",Invasion and intracellular resistance,Cytolysin and Lipase operon in Vibrio
"Virulence, Disease and Defense",Invasion and intracellular resistance,Gram-Positive Extracellular Nucleases
"Virulence, Disease and Defense",Invasion and intracellular resistance,Listeria surface proteins: Internalin-like proteins
"Virulence, Disease and Defense",Invasion and intracellular resistance,Listeria surface proteins: LPXTG motif
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon MCE involved in cell invasion
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in DNA transcription
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in an Esx-1 secretion system
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in an unknown function with Superoxide dismutase
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in fatty acids biosynthesis
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in lipid degradation
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in lipid metabolism
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved with a dormancy regulon
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved with a mostly uncharacterized dormancy regulon
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved with nitrate dormancy regulon
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon possibly involved in quinolinate biosynthesis
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon with Esat6-like proteins
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon with PE family and Esat6-like proteins
"Virulence, Disease and Defense",Invasion and intracellular resistance,PPE gene cluster in Mycobacteria
"Virulence, Disease and Defense",Invasion and intracellular resistance,Salmonella invasion locus
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Adaptation to d-cysteine
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Aminoglycoside adenylyltransferases
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Arsenic resistance
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Beta-lactamase
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Bile hydrolysis
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,BlaR1 Family Regulatory Sensor-transducer Disambiguation
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Cadmium resistance
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Cobalt-zinc-cadmium resistance
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Copper homeostasis: copper tolerance
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Copper homeostasis
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Drug Efflux Pumps
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Erythromycin resistance
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Fosfomycin resistance
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Lysozyme inhibitors
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Mercuric reductase
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Mercury resistance operon
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Methicillin resistance in Staphylococci
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,MexA-MexB-OprM Multidrug Efflux System
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,MexC-MexD-OprJ Multidrug Efflux System
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,MexE-MexF-OprN Multidrug Efflux System
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,"Multidrug Resistance, 2-protein version Found in Gram-positive bacteria"
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,"Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria"
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Multidrug Resistance Efflux Pumps
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Multidrug Resistance Operon mdtRP of Bacillus
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Multiple Antibiotic Resistance MAR locus
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Pentalenolactone Biosynthesis
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Polymyxin Synthetase Gene Cluster in Bacillus
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to Vancomycin
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to chromium compounds
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to fluoroquinolones
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Streptococcus pneumoniae Vancomycin Tolerance Locus
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Streptothricin resistance
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Teicoplanin-resistance in Staphylococcus
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,"Tetracycline resistance, ribosome protection type, too"
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,"Tetracycline resistance, ribosome protection type"
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,The mdtABCD multidrug resistance cluster
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Zinc resistance
"Virulence, Disease and Defense",Toxins and superantigens,Cholera toxin
"Virulence, Disease and Defense",Toxins and superantigens,Clostridial toxins
"Virulence, Disease and Defense",Toxins and superantigens,Cytolethal distending toxin of Campylobacter jejuni
"Virulence, Disease and Defense",Toxins and superantigens,Cytolethal distending toxins
"Virulence, Disease and Defense",Toxins and superantigens,Diphtheria toxin
"Virulence, Disease and Defense",Toxins and superantigens,Helicobacter vacuolating cytotoxin
"Virulence, Disease and Defense",Toxins and superantigens,Pertussis toxin
"Virulence, Disease and Defense",Toxins and superantigens,Prophage-encoded Exotoxins
"Virulence, Disease and Defense",Toxins and superantigens,SLO-NADGH Locus
"Virulence, Disease and Defense",Toxins and superantigens,Streptococcus agalactiae hemolysin operon
"Virulence, Disease and Defense",Toxins and superantigens,Streptolysin S Biosynthesis and Transport
